,i_header,i_label,i_data,title,link,coach_name,id
8,Coaching career (HC unless noted),2003–2004,Wisconsin (GA),Graduate assistant,/wiki/Graduate_assistant,Thomas Hammock,Q7790378
9,Coaching career (HC unless noted),2005–2006,Northern Illinois (RB),Northern Illinois Huskies football,/wiki/Northern_Illinois_Huskies_football,Thomas Hammock,Q7790378
10,Coaching career (HC unless noted),2007–2009,Minnesota (RB),Minnesota Golden Gophers football,/wiki/Minnesota_Golden_Gophers_football,Thomas Hammock,Q7790378
11,Coaching career (HC unless noted),2010,Minnesota (co-OC/RB),,,Thomas Hammock,Q7790378
12,Coaching career (HC unless noted),2011–2013,Wisconsin (AHC/RB),,,Thomas Hammock,Q7790378
13,Coaching career (HC unless noted),2014–2018,Baltimore Ravens (RB),Baltimore Ravens,/wiki/Baltimore_Ravens,Thomas Hammock,Q7790378
14,Coaching career (HC unless noted),2019–present,Northern Illinois,,,Thomas Hammock,Q7790378
5,Biographical details,Born," (1965-09-13) September 13, 1965 (age 57)Woodward, Oklahoma, U.S.[2]","Woodward, Oklahoma","/wiki/Woodward,_Oklahoma",Tim Albin,Q63342501
6,Biographical details,Born," (1965-09-13) September 13, 1965 (age 57)Woodward, Oklahoma, U.S.[2]",,#cite_note-NWOSU-2,Tim Albin,Q63342501
7,Playing career,1985–1988,Northwest Oklahoma State,Northwestern Oklahoma State Rangers football,/wiki/Northwestern_Oklahoma_State_Rangers_football,Tim Albin,Q63342501
8,Playing career,Position(s),Wide receiver,Wide receiver,/wiki/Wide_receiver,Tim Albin,Q63342501
9,Coaching career (HC unless noted),1989–1991,Northeastern State (OK) (GA/WR),Northeastern State RiverHawks football,/wiki/Northeastern_State_RiverHawks_football,Tim Albin,Q63342501
10,Coaching career (HC unless noted),1989–1991,Northeastern State (OK) (GA/WR),Graduate assistant,/wiki/Graduate_assistant,Tim Albin,Q63342501
11,Coaching career (HC unless noted),1992–1993,Northeastern State (OK) (OC/OL),Offensive coordinator,/wiki/Offensive_coordinator,Tim Albin,Q63342501
12,Coaching career (HC unless noted),1994–1996,Northwestern Oklahoma State (OC/OL),,,Tim Albin,Q63342501
13,Coaching career (HC unless noted),1997–1999,Northwestern Oklahoma State,,,Tim Albin,Q63342501
14,Coaching career (HC unless noted),2000–2002,Nebraska (GA),Nebraska Cornhuskers football,/wiki/Nebraska_Cornhuskers_football,Tim Albin,Q63342501
15,Coaching career (HC unless noted),2003,Nebraska (PGC/RB),,,Tim Albin,Q63342501
16,Coaching career (HC unless noted),2004,North Dakota State (OC/RB),North Dakota State Bison football,/wiki/North_Dakota_State_Bison_football,Tim Albin,Q63342501
17,Coaching career (HC unless noted),2005–2018,Ohio (OC/RB),Ohio Bobcats football,/wiki/Ohio_Bobcats_football,Tim Albin,Q63342501
18,Coaching career (HC unless noted),2019–2020,Ohio (AHC/OC/RB),,,Tim Albin,Q63342501
19,Coaching career (HC unless noted),2021–present,Ohio,,,Tim Albin,Q63342501
4,Biographical details,Born," (1979-11-12) November 12, 1979 (age 43)Salem, Ohio, U.S.","Salem, Ohio","/wiki/Salem,_Ohio",Jason Candle,Q21662770
5,Playing career,1998–1999,Geneva,Geneva Golden Tornadoes football,/wiki/Geneva_Golden_Tornadoes_football,Jason Candle,Q21662770
6,Playing career,2000–2001,Mount Union,Mount Union Purple Raiders football,/wiki/Mount_Union_Purple_Raiders_football,Jason Candle,Q21662770
7,Playing career,Position(s),Wide receiver,Wide receiver,/wiki/Wide_receiver,Jason Candle,Q21662770
8,Coaching career (HC unless noted),2003–2006,Mount Union (WR),Mount Union Purple Raiders football,/wiki/Mount_Union_Purple_Raiders_football,Jason Candle,Q21662770
9,Coaching career (HC unless noted),2007–2008,Mount Union (OC),Offensive coordinator,/wiki/Offensive_coordinator,Jason Candle,Q21662770
10,Coaching career (HC unless noted),2009,Toledo (SR/TE),Toledo Rockets football,/wiki/Toledo_Rockets_football,Jason Candle,Q21662770
11,Coaching career (HC unless noted),2010–2011,Toledo (WR),,,Jason Candle,Q21662770
12,Coaching career (HC unless noted),2012–2013,Toledo (OC/WR),,,Jason Candle,Q21662770
13,Coaching career (HC unless noted),2014–2015,Toledo (AHC/OC/QB),,,Jason Candle,Q21662770
14,Coaching career (HC unless noted),2016–present,Toledo,,,Jason Candle,Q21662770
4,Biographical details,Born," (1981-07-17) July 17, 1981 (age 42)Mount Vernon, Alabama, U.S.","Mount Vernon, Alabama","/wiki/Mount_Vernon,_Alabama",Lance Taylor,Q115819882
5,Playing career,2000–2003,Alabama,Alabama Crimson Tide football,/wiki/Alabama_Crimson_Tide_football,Lance Taylor,Q115819882
6,Playing career,2004,Colorado Crush,Colorado Crush,/wiki/Colorado_Crush,Lance Taylor,Q115819882
7,Playing career,2005,Columbus Destroyers,Columbus Destroyers,/wiki/Columbus_Destroyers,Lance Taylor,Q115819882
8,Playing career,2005,Green Bay Blizzard,Green Bay Blizzard,/wiki/Green_Bay_Blizzard,Lance Taylor,Q115819882
9,Playing career,2006,Louisville Fire,Louisville Fire,/wiki/Louisville_Fire,Lance Taylor,Q115819882
10,Playing career,Position(s),Wide receiver,Wide receiver,/wiki/Wide_receiver,Lance Taylor,Q115819882
11,Coaching career (HC unless noted),2007–2008,Alabama (GA),Alabama Crimson Tide football,/wiki/Alabama_Crimson_Tide_football,Lance Taylor,Q115819882
12,Coaching career (HC unless noted),2007–2008,Alabama (GA),Graduate assistant,/wiki/Graduate_assistant,Lance Taylor,Q115819882
13,Coaching career (HC unless noted),2009,Appalachian State (WR),Appalachian State Mountaineers football,/wiki/Appalachian_State_Mountaineers_football,Lance Taylor,Q115819882
14,Coaching career (HC unless noted),2010,New York Jets (intern),New York Jets,/wiki/New_York_Jets,Lance Taylor,Q115819882
15,Coaching career (HC unless noted),2011,New York Jets (QC),Quality control,/wiki/Quality_control,Lance Taylor,Q115819882
16,Coaching career (HC unless noted),2012,New York Jets (QC/asst. TE),,,Lance Taylor,Q115819882
17,Coaching career (HC unless noted),2013,Carolina Panthers (asst. WR),Carolina Panthers,/wiki/Carolina_Panthers,Lance Taylor,Q115819882
18,Coaching career (HC unless noted),2014–2016,Stanford (RB),Stanford Cardinal football,/wiki/Stanford_Cardinal_football,Lance Taylor,Q115819882
19,Coaching career (HC unless noted),2017–2018,Carolina Panthers (WR),,,Lance Taylor,Q115819882
20,Coaching career (HC unless noted),2019–2020,Notre Dame (RB),Notre Dame Fighting Irish football,/wiki/Notre_Dame_Fighting_Irish_football,Lance Taylor,Q115819882
21,Coaching career (HC unless noted),2021,Notre Dame (RB/RGC),,,Lance Taylor,Q115819882
22,Coaching career (HC unless noted),2022,Louisville (OC),Louisville Cardinals football,/wiki/Louisville_Cardinals_football,Lance Taylor,Q115819882
23,Coaching career (HC unless noted),2023–present,Western Michigan,Western Michigan Broncos football,/wiki/Western_Michigan_Broncos_football,Lance Taylor,Q115819882
4,Biographical details,Born," (1966-09-26) September 26, 1966 (age 56)McMinnville, Oregon, U.S.","McMinnville, Oregon","/wiki/McMinnville,_Oregon",Troy Calhoun,Q7846785
5,Playing career,1985–1988,Air Force,Air Force Falcons football,/wiki/Air_Force_Falcons_football,Troy Calhoun,Q7846785
6,Playing career,Position(s),Quarterback,Quarterback,/wiki/Quarterback,Troy Calhoun,Q7846785
7,Coaching career (HC unless noted),1989–1990,Air Force (GA),Air Force Falcons football,/wiki/Air_Force_Falcons_football,Troy Calhoun,Q7846785
8,Coaching career (HC unless noted),1993–1994,Air Force (RC/JV OC),,,Troy Calhoun,Q7846785
9,Coaching career (HC unless noted),1995–1996,Ohio (QB),Ohio Bobcats football,/wiki/Ohio_Bobcats_football,Troy Calhoun,Q7846785
10,Coaching career (HC unless noted),1997–2000,Ohio (OC/QB),Offensive coordinator,/wiki/Offensive_coordinator,Troy Calhoun,Q7846785
11,Coaching career (HC unless noted),2001–2002,Wake Forest (OC/QB),Wake Forest Demon Deacons football,/wiki/Wake_Forest_Demon_Deacons_football,Troy Calhoun,Q7846785
12,Coaching career (HC unless noted),2003–2005,Denver Broncos (assistant),Denver Broncos,/wiki/Denver_Broncos,Troy Calhoun,Q7846785
13,Coaching career (HC unless noted),2006,Houston Texans (OC/QB),Houston Texans,/wiki/Houston_Texans,Troy Calhoun,Q7846785
14,Coaching career (HC unless noted),2007–present,Air Force,,,Troy Calhoun,Q7846785
4,Biographical details,Born," (1981-11-05) November 5, 1981 (age 41)Corona, California, U.S.","Corona, California","/wiki/Corona,_California",Andy Avalos,Q100735259
5,Playing career,2001–2004,Boise State,Boise State Broncos football,/wiki/Boise_State_Broncos_football,Andy Avalos,Q100735259
6,Playing career,Position(s),Linebacker,Linebacker,/wiki/Linebacker,Andy Avalos,Q100735259
7,Coaching career (HC unless noted),2006–2008,Colorado (GA),Colorado Buffaloes football,/wiki/Colorado_Buffaloes_football,Andy Avalos,Q100735259
8,Coaching career (HC unless noted),2006–2008,Colorado (GA),Graduate assistant,/wiki/Graduate_assistant,Andy Avalos,Q100735259
9,Coaching career (HC unless noted),2009–2010,Nebraska–Kearney (DL),Nebraska–Kearney Lopers football,/wiki/Nebraska%E2%80%93Kearney_Lopers_football,Andy Avalos,Q100735259
10,Coaching career (HC unless noted),2011,Sacramento State (GA),Sacramento State Hornets football,/wiki/Sacramento_State_Hornets_football,Andy Avalos,Q100735259
11,Coaching career (HC unless noted),2012–2013,Boise State (DL),Boise State Broncos football,/wiki/Boise_State_Broncos_football,Andy Avalos,Q100735259
12,Coaching career (HC unless noted),2014–2015,Boise State (LB),,,Andy Avalos,Q100735259
13,Coaching career (HC unless noted),2016–2018,Boise State (DC/LB),,,Andy Avalos,Q100735259
14,Coaching career (HC unless noted),2019–2020,Oregon (DC/ILB),Oregon Ducks football,/wiki/Oregon_Ducks_football,Andy Avalos,Q100735259
15,Coaching career (HC unless noted),2021–present,Boise State,,,Andy Avalos,Q100735259
4,Biographical details,Born," (1963-03-28) March 28, 1963 (age 60)Madison, Wisconsin, U.S.","Madison, Wisconsin","/wiki/Madison,_Wisconsin",Jay Norvell,Q6166982
5,Playing career,1982–1985,Iowa,Iowa Hawkeyes football,/wiki/Iowa_Hawkeyes_football,Jay Norvell,Q6166982
6,Playing career,1986,Denver Broncos*,Denver Broncos,/wiki/Denver_Broncos,Jay Norvell,Q6166982
7,Playing career,1987,Chicago Bears,Chicago Bears,/wiki/Chicago_Bears,Jay Norvell,Q6166982
8,Playing career,Position(s),"Defensive back, linebacker",Defensive back,/wiki/Defensive_back,Jay Norvell,Q6166982
9,Playing career,Position(s),"Defensive back, linebacker",Linebacker,/wiki/Linebacker,Jay Norvell,Q6166982
10,Coaching career (HC unless noted),1986–1987,Iowa (GA),Iowa Hawkeyes football,/wiki/Iowa_Hawkeyes_football,Jay Norvell,Q6166982
11,Coaching career (HC unless noted),1986–1987,Iowa (GA),Graduate assistant,/wiki/Graduate_assistant,Jay Norvell,Q6166982
12,Coaching career (HC unless noted),1988,Northern Iowa (WR),Northern Iowa Panthers football,/wiki/Northern_Iowa_Panthers_football,Jay Norvell,Q6166982
13,Coaching career (HC unless noted),1989–1994,Wisconsin (OL/WR/TE),Wisconsin Badgers football,/wiki/Wisconsin_Badgers_football,Jay Norvell,Q6166982
14,Coaching career (HC unless noted),1995–1997,Iowa State (QB/WR),Iowa State Cyclones football,/wiki/Iowa_State_Cyclones_football,Jay Norvell,Q6166982
15,Coaching career (HC unless noted),1998–2001,Indianapolis Colts (WR),Indianapolis Colts,/wiki/Indianapolis_Colts,Jay Norvell,Q6166982
16,Coaching career (HC unless noted),2002–2003,Oakland Raiders (TE),Oakland Raiders,/wiki/Oakland_Raiders,Jay Norvell,Q6166982
17,Coaching career (HC unless noted),2004–2006,Nebraska (OC/QB),Nebraska Cornhuskers football,/wiki/Nebraska_Cornhuskers_football,Jay Norvell,Q6166982
18,Coaching career (HC unless noted),2004–2006,Nebraska (OC/QB),Offensive coordinator,/wiki/Offensive_coordinator,Jay Norvell,Q6166982
19,Coaching career (HC unless noted),2007,UCLA (OC/QB),UCLA Bruins football,/wiki/UCLA_Bruins_football,Jay Norvell,Q6166982
20,Coaching career (HC unless noted),2008–2010,Oklahoma (assistant OC/WR),Oklahoma Sooners football,/wiki/Oklahoma_Sooners_football,Jay Norvell,Q6166982
21,Coaching career (HC unless noted),2011–2014,Oklahoma (co-OC/WR),,,Jay Norvell,Q6166982
22,Coaching career (HC unless noted),2015,Texas (WR),Texas Longhorns football,/wiki/Texas_Longhorns_football,Jay Norvell,Q6166982
23,Coaching career (HC unless noted),2016,Arizona State (PGC/WR),Arizona State Sun Devils football,/wiki/Arizona_State_Sun_Devils_football,Jay Norvell,Q6166982
24,Coaching career (HC unless noted),2017–2021,Nevada,Nevada Wolf Pack football,/wiki/Nevada_Wolf_Pack_football,Jay Norvell,Q6166982
25,Coaching career (HC unless noted),2022–present,Colorado State,Colorado State Rams football,/wiki/Colorado_State_Rams_football,Jay Norvell,Q6166982
1,Personal information,Born:," (1961-11-02) November 2, 1961 (age 61)Lynwood, California, U.S.","Lynwood, California","/wiki/Lynwood,_California",Jeff Tedford,Q6175141
2,Career information,High school:,"Warren  (Downey, California)","Warren High School (Downey, California)","/wiki/Warren_High_School_(Downey,_California)",Jeff Tedford,Q6175141
3,Career information,High school:,"Warren  (Downey, California)","Downey, California","/wiki/Downey,_California",Jeff Tedford,Q6175141
4,Career information,College:,Fresno State,Fresno State Bulldogs football,/wiki/Fresno_State_Bulldogs_football,Jeff Tedford,Q6175141
5,Career information,Undrafted:,1983,1983 NFL Draft,/wiki/1983_NFL_Draft#Notable_undrafted_players,Jeff Tedford,Q6175141
1,Personal information,Born:," (1981-10-09) October 9, 1981 (age 41)Honolulu, Hawaii, U.S.",Honolulu,/wiki/Honolulu,Timmy Chang,Q14950667
2,Career information,High school:,"Saint Louis School(Honolulu, Hawaii)",Saint Louis School,/wiki/Saint_Louis_School,Timmy Chang,Q14950667
3,Career information,College:,Hawaii (2000–2004),University of Hawaiʻi at Mānoa,/wiki/University_of_Hawai%CA%BBi_at_M%C4%81noa,Timmy Chang,Q14950667
4,Career information,Undrafted:,2005,2005 NFL Draft,/wiki/2005_NFL_Draft#Notable_undrafted_players,Timmy Chang,Q14950667
4,Biographical details,Born," (1964-02-17) February 17, 1964 (age 59)Virginia, Illinois, U.S.","Virginia, Illinois","/wiki/Virginia,_Illinois",Ken Wilson,Q110252038
5,Football,1982–1985,North Central,North Central Cardinals football,/wiki/North_Central_Cardinals_football,Ken Wilson,Q110252038
6,Baseball,1983–1986,North Central,North Central Cardinals baseball,/wiki/North_Central_Cardinals_baseball,Ken Wilson,Q110252038
7,Baseball,Position(s),"Tight end, linebacker (football)First baseman (baseball)",Tight end,/wiki/Tight_end,Ken Wilson,Q110252038
8,Baseball,Position(s),"Tight end, linebacker (football)First baseman (baseball)",Linebacker,/wiki/Linebacker,Ken Wilson,Q110252038
9,Baseball,Position(s),"Tight end, linebacker (football)First baseman (baseball)",First baseman,/wiki/First_baseman,Ken Wilson,Q110252038
10,Football,1986,North Central (GA),North Central Cardinals football,/wiki/North_Central_Cardinals_football,Ken Wilson,Q110252038
11,Football,1986,North Central (GA),Graduate assistant,/wiki/Graduate_assistant,Ken Wilson,Q110252038
12,Football,1987–1988,New Mexico (GA),New Mexico Lobos football,/wiki/New_Mexico_Lobos_football,Ken Wilson,Q110252038
13,Football,1989–1990,Nevada (OLB/DE),Nevada Wolf Pack football,/wiki/Nevada_Wolf_Pack_football,Ken Wilson,Q110252038
14,Football,1991–1995,Nevada (ILB),,,Ken Wilson,Q110252038
15,Football,1996–1998,Nevada (DC/ILB),,,Ken Wilson,Q110252038
16,Football,2004–2006,Nevada (AHC/LB),,,Ken Wilson,Q110252038
17,Football,2007,Nevada (DC/S),,,Ken Wilson,Q110252038
18,Football,2008–2009,Nevada (AHC/LB),,,Ken Wilson,Q110252038
19,Football,2010–2011,Nevada (AHC/DE),,,Ken Wilson,Q110252038
20,Football,2012,Nevada (AHC/LB),,,Ken Wilson,Q110252038
21,Football,2013–2019,Washington State (LB),Washington State Cougars football,/wiki/Washington_State_Cougars_football,Ken Wilson,Q110252038
22,Football,2020,Oregon (LB),Oregon Ducks football,/wiki/Oregon_Ducks_football,Ken Wilson,Q110252038
23,Football,2021,Oregon (co-DC/ILB),,,Ken Wilson,Q110252038
24,Football,2022–present,Nevada,,,Ken Wilson,Q110252038
25,Administrative career (AD unless noted),1999–2003,Nevada (associate AD),Nevada Wolf Pack,/wiki/Nevada_Wolf_Pack,Ken Wilson,Q110252038
4,Biographical details,Born," (1976-01-13) January 13, 1976 (age 47)Albuquerque, New Mexico, U.S.","Albuquerque, New Mexico","/wiki/Albuquerque,_New_Mexico",Danny Gonzales,Q50358849
5,Playing career,1994–1998,New Mexico,New Mexico Lobos football,/wiki/New_Mexico_Lobos_football,Danny Gonzales,Q50358849
6,Playing career,Position(s),"Punter, safety",Punter (football),/wiki/Punter_(football),Danny Gonzales,Q50358849
7,Playing career,Position(s),"Punter, safety",Safety (gridiron football position),/wiki/Safety_(gridiron_football_position),Danny Gonzales,Q50358849
8,Coaching career (HC unless noted),1999–2002,New Mexico (GA),Graduate assistant,/wiki/Graduate_assistant,Danny Gonzales,Q50358849
9,Coaching career (HC unless noted),2006–2008,New Mexico (S/ST),,,Danny Gonzales,Q50358849
10,Coaching career (HC unless noted),2011–2016,San Diego State (S),San Diego State Aztecs football,/wiki/San_Diego_State_Aztecs_football,Danny Gonzales,Q50358849
11,Coaching career (HC unless noted),2017,San Diego State (DC/S),Defensive coordinator,/wiki/Defensive_coordinator,Danny Gonzales,Q50358849
12,Coaching career (HC unless noted),2018,Arizona State (DC),Arizona State Sun Devils football,/wiki/Arizona_State_Sun_Devils_football,Danny Gonzales,Q50358849
13,Coaching career (HC unless noted),2019,Arizona State (AHC/DC),,,Danny Gonzales,Q50358849
14,Coaching career (HC unless noted),2020–present,New Mexico,,,Danny Gonzales,Q50358849
15,Administrative career (AD unless noted),2003–2005,New Mexico (video coordinator),,,Danny Gonzales,Q50358849
4,Biographical details,Born," (1958-11-03) November 3, 1958 (age 64)Dayton, Ohio, U.S.","Dayton, Ohio","/wiki/Dayton,_Ohio",Brady Hoke,Q4955190
